id;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;calculated_host_listings_count;availability_365;city
3903324;42,34411;-71,1013;Entire home/apt;169;29;8;40;273;Boston
3957602;42,31168;-71,10613;Private room;94;1;128;1;29;Boston
3965313;42,38679;-71,00302;Private room;42;91;91;1;90;Boston
3969526;42,33763;-71,07395;Entire home/apt;150;28;344;1;51;Boston
3985462;42,3499;-71,08962;Entire home/apt;167;2;284;16;348;Boston
4000384;42,31633;-71,0991;Private room;90;2;181;1;76;Boston
4075898;42,35448;-71,06131;Entire home/apt;129;9;75;18;125;Boston
4085362;42,28175;-71,14032;Private room;85;91;26;2;364;Boston
4090224;42,33502;-71,05488;Entire home/apt;196;1;548;1;325;Boston
4105704;42,30236;-71,11491;Entire home/apt;135;3;250;1;235;Boston
4118162;42,35631;-71,06134;Entire home/apt;120;9;50;18;128;Boston
4223387;42,31739;-71,10003;Private room;75;1;65;2;89;Boston
4233242;42,313;-71,10931;Private room;98;2;39;2;242;Boston
4263736;42,32943;-71,09308;Private room;142;2;314;6;194;Boston
4275846;42,35123;-71,06408;Entire home/apt;118;10;165;11;346;Boston
4278067;42,34067;-71,0769;Entire home/apt;70;28;67;6;304;Boston
4315428;42,39067;-71,00386;Private room;100;91;1;3;363;Boston
4315439;42,38921;-71,00268;Private room;80;100;5;3;365;Boston
4364925;42,34094;-71,07704;Entire home/apt;150;33;138;6;298;Boston
4364989;42,34128;-71,07607;Entire home/apt;100;31;77;6;274;Boston
4410765;42,35365;-71,14827;Entire home/apt;138;91;9;2;273;Boston
4460532;42,32821;-71,09265;Private room;115;2;231;6;151;Boston
4461111;42,27897;-71,13671;Private room;50;2;33;3;304;Boston
4461613;42,36017;-71,06346;Entire home/apt;112;1;104;55;249;Boston
4461846;42,34441;-71,07633;Entire home/apt;83;1;79;55;263;Boston
4461901;42,34447;-71,07644;Entire home/apt;79;1;106;55;254;Boston
4500409;42,34982;-71,08264;Entire home/apt;113;1;124;55;253;Boston
4510513;42,35592;-71,05977;Entire home/apt;140;9;45;18;83;Boston
4525875;42,37848;-71,06497;Entire home/apt;349;3;42;1;174;Boston
4530670;42,27175;-71,16148;Private room;55;1;210;1;364;Boston
4555637;42,32961;-71,09341;Private room;101;2;262;6;180;Boston
4566095;42,34301;-71,07304;Entire home/apt;99;30;17;7;171;Boston
4568116;42,32953;-71,09199;Entire home/apt;137;2;464;6;155;Boston
4573238;42,36424;-71,05259;Entire home/apt;145;28;155;4;355;Boston
4577188;42,34715;-71,09299;Entire home/apt;211;3;170;4;168;Boston
4580825;42,36322;-71,05145;Entire home/apt;121;3;98;4;341;Boston
4583526;42,30455;-71,11553;Entire home/apt;211;2;192;1;247;Boston
4586681;42,31483;-71,11295;Private room;90;2;94;1;28;Boston
4593974;42,31676;-71,08;Private room;36;91;7;31;364;Boston
4593985;42,31676;-71,08;Private room;36;91;1;31;365;Boston
4602191;42,36452;-71,06928;Entire home/apt;384;30;15;11;144;Boston
4614037;42,37911;-71,03406;Entire home/apt;221;1;192;3;152;Boston
4623114;42,34441;-71,07633;Entire home/apt;83;1;98;55;259;Boston
4630071;42,34425;-71,15592;Entire home/apt;49;91;12;2;280;Boston
4632511;42,36114;-71,06521;Entire home/apt;305;3;66;1;355;Boston
4662379;42,34771;-71,1554;Entire home/apt;450;3;116;1;93;Boston
4670285;42,34919;-71,16348;Private room;65;91;22;2;364;Boston
4699828;42,25486;-71,12737;Entire home/apt;135;3;105;1;237;Boston
4737304;42,34998;-71,1645;Private room;65;91;25;2;364;Boston
4755586;42,2767;-71,08145;Private room;25;25;18;1;272;Boston
4863108;42,33775;-71,05145;Private room;103;3;210;1;332;Boston
4909590;42,35049;-71,13328;Entire home/apt;79;90;334;2;346;Boston
4922204;42,28214;-71,12905;Entire home/apt;215;91;195;1;365;Boston
4924009;42,35178;-71,06368;Entire home/apt;70;10;180;11;337;Boston
4995033;42,35975;-71,06618;Entire home/apt;151;2;98;1;1;Boston
5019306;42,33484;-71,02974;Entire home/apt;295;3;113;1;342;Boston
5048406;42,31261;-71,0671;Private room;50;2;31;2;339;Boston
5049582;42,31258;-71,10784;Private room;60;30;23;2;323;Boston
5054601;42,33034;-71,05802;Private room;53;5;151;4;90;Boston
5088560;42,34002;-71,08161;Entire home/apt;400;3;91;2;320;Boston
5358934;42,31681;-71,08001;Private room;42;91;6;31;365;Boston
5364137;42,38704;-71,00581;Entire home/apt;80;60;81;2;76;Boston
5371051;42,31339;-71,06526;Entire home/apt;110;28;259;2;126;Boston
5434353;42,28626;-71,13707;Entire home/apt;130;28;22;1;247;Boston
5495267;42,31676;-71,08;Private room;36;91;2;31;365;Boston
5526514;42,32827;-71,09443;Entire home/apt;162;3;122;4;5;Boston
5581575;42,34549;-71,0791;Entire home/apt;250;3;186;1;57;Boston
5606682;42,34152;-71,14918;Entire home/apt;90;91;125;2;243;Boston
5690424;42,35819;-71,07177;Entire home/apt;379;30;124;1;114;Boston
5709298;42,35987;-71,0672;Entire home/apt;165;10;324;4;243;Boston
5717690;42,33988;-71,08159;Entire home/apt;113;30;79;99;91;Boston
5718801;42,34441;-71,07633;Entire home/apt;120;1;116;55;252;Boston
5718921;42,34455;-71,07628;Entire home/apt;170;3;124;55;262;Boston
5746844;42,33393;-71,07782;Private room;44;30;9;4;233;Boston
5768819;42,34447;-71,07644;Entire home/apt;83;1;106;55;255;Boston
5769127;42,34447;-71,07644;Entire home/apt;85;1;160;55;226;Boston
5782221;42,36726;-71,05424;Entire home/apt;266;2;201;1;344;Boston
5806428;42,38127;-71,03102;Entire home/apt;125;91;31;1;90;Boston
5825829;42,34661;-71,10466;Private room;139;2;115;1;46;Boston
5834413;42,3445;-71,10204;Entire home/apt;899;28;4;71;83;Boston
5884429;42,28658;-71,13554;Private room;115;120;75;1;365;Boston
5903001;42,35001;-71,07757;Entire home/apt;186;3;33;1;340;Boston
5919529;42,35037;-71,07034;Entire home/apt;556;91;15;1;3;Boston
5927267;42,33034;-71,05802;Private room;52;5;145;4;85;Boston
6066455;42,35964;-71,07094;Entire home/apt;622;2;181;16;361;Boston
6119918;42,34506;-71,13753;Entire home/apt;200;32;108;2;102;Boston
6131224;42,26225;-71,11387;Entire home/apt;150;28;25;1;274;Boston
6179374;42,35489;-71,13865;Private room;45;91;6;3;365;Boston
6238463;42,3159;-71,11405;Private room;109;2;152;1;51;Boston
6248970;42,32172;-71,10346;Private room;48;2;240;1;73;Boston
6261296;42,29019;-71,15638;Private room;75;2;106;1;209;Boston
6300089;42,28641;-71,15372;Entire home/apt;235;1;151;1;184;Boston
6326257;42,36013;-71,07083;Entire home/apt;397;2;214;16;307;Boston
6343532;42,34496;-71,14962;Entire home/apt;200;91;202;1;365;Boston
6356533;42,34429;-71,10089;Entire home/apt;229;29;33;40;358;Boston
6426364;42,34175;-71,07533;Entire home/apt;90;28;75;6;304;Boston
6444303;42,34232;-71,07595;Private room;142;3;203;4;119;Boston
6465075;42,29716;-71,1119;Entire home/apt;550;3;108;1;358;Boston
6489209;42,33034;-71,05802;Private room;49;5;65;4;83;Boston
6513924;42,28456;-71,11973;Entire home/apt;50;91;105;1;314;Boston
6576530;42,31134;-71,08513;Entire home/apt;457;28;15;3;337;Boston
6603827;42,28217;-71,11648;Private room;50;28;9;3;362;Boston
6609546;42,34719;-71,04107;Private room;149;1;226;1;361;Boston
6646604;42,34109;-71,14634;Entire home/apt;90;91;31;9;108;Boston
6677469;42,34507;-71,07884;Entire home/apt;277;3;54;1;235;Boston
6685682;42,34809;-71,08559;Entire home/apt;101;2;95;99;132;Boston
6741968;42,35731;-71,06179;Entire home/apt;116;91;258;1;323;Boston
6746543;42,35159;-71,06221;Entire home/apt;207;91;7;1;363;Boston
6758443;42,34441;-71,07633;Entire home/apt;83;1;126;55;256;Boston
6758462;42,34441;-71,07633;Entire home/apt;83;1;62;55;258;Boston
6758482;42,34447;-71,07644;Entire home/apt;83;1;103;55;258;Boston
6759004;42,34982;-71,08264;Entire home/apt;113;1;138;55;227;Boston
6759439;42,34557;-71,07736;Entire home/apt;79;1;40;55;252;Boston
6762011;42,34441;-71,07633;Entire home/apt;79;1;97;55;259;Boston
6763409;42,34447;-71,07644;Entire home/apt;82;1;163;55;253;Boston
6764572;42,31858;-71,10628;Private room;104;1;218;2;255;Boston
6780077;42,31392;-71,06137;Private room;70;91;26;5;365;Boston
6790961;42,34457;-71,09981;Entire home/apt;899;28;8;71;338;Boston
6793945;42,33633;-71,07416;Entire home/apt;105;31;99;1;61;Boston
6800522;42,31676;-71,08;Private room;33;91;11;31;365;Boston
6810723;42,34441;-71,07633;Entire home/apt;79;1;64;55;257;Boston
6819620;42,31676;-71,08;Private room;37;91;5;31;365;Boston
6844012;42,34375;-71,10035;Entire home/apt;899;28;1;71;338;Boston
6851459;42,34441;-71,07633;Entire home/apt;103;1;123;55;253;Boston
6851460;42,34441;-71,07633;Entire home/apt;97;1;66;55;253;Boston
6879036;42,34982;-71,08264;Entire home/apt;96;1;178;55;250;Boston
6882615;42,34982;-71,08264;Entire home/apt;120;1;172;55;220;Boston
6908525;42,34982;-71,08264;Entire home/apt;90;1;154;55;261;Boston
6914622;42,30814;-71,11794;Entire home/apt;232;2;36;1;326;Boston
6951829;42,34506;-71,10173;Entire home/apt;899;28;10;71;338;Boston
6990904;42,3153;-71,09977;Private room;161;91;25;2;179;Boston
7053454;42,38005;-71,06324;Private room;200;91;8;1;308;Boston
7086825;42,28228;-71,11682;Private room;50;28;17;3;335;Boston
7092144;42,31848;-71,101;Private room;75;1;10;2;89;Boston
7093109;42,27697;-71,11776;Entire home/apt;200;2;40;2;167;Boston
7093184;42,31676;-71,08;Private room;34;91;7;31;365;Boston
7161203;42,31676;-71,08;Private room;34;91;6;31;365;Boston
7181950;42,36419;-71,05202;Entire home/apt;233;2;256;16;316;Boston
7185881;42,23689;-71,13291;Entire home/apt;68;91;12;8;256;Boston
7214920;42,33683;-71,0695;Entire home/apt;250;2;45;1;231;Boston
7222349;42,29347;-71,0558;Private room;63;1;125;3;361;Boston
7239024;42,29263;-71,05575;Private room;60;2;190;3;323;Boston
7287822;42,31527;-71,10846;Entire home/apt;125;2;228;2;155;Boston
7298966;42,343;-71,14416;Entire home/apt;87;32;7;1;61;Boston
7330494;42,33062;-71,05558;Entire home/apt;150;3;266;1;333;Boston
7333304;42,38245;-71,0706;Private room;150;91;0;1;365;Boston
7342489;42,34447;-71,07644;Entire home/apt;180;6;108;55;244;Boston
7474044;42,34982;-71,08264;Entire home/apt;113;1;62;55;241;Boston
7474855;42,34982;-71,08264;Entire home/apt;96;1;129;55;233;Boston
7475052;42,34982;-71,08264;Entire home/apt;113;1;124;55;250;Boston
7475215;42,34982;-71,08264;Entire home/apt;119;1;123;55;252;Boston
7475379;42,34982;-71,08264;Entire home/apt;125;1;172;55;273;Boston
7475573;42,34982;-71,08264;Entire home/apt;102;1;129;55;251;Boston
7476340;42,34441;-71,07633;Entire home/apt;79;1;71;55;257;Boston
7482195;42,28222;-71,11519;Private room;50;28;2;3;349;Boston
7499960;42,35062;-71,09486;Entire home/apt;198;91;15;4;322;Boston
7511737;42,34447;-71,07644;Entire home/apt;120;1;147;55;241;Boston
7513605;42,34447;-71,07644;Entire home/apt;97;1;117;55;242;Boston
7513906;42,36017;-71,06346;Entire home/apt;125;1;118;55;243;Boston
7514024;42,36017;-71,06346;Entire home/apt;83;1;129;55;256;Boston
7514336;42,36017;-71,06346;Entire home/apt;112;1;112;55;247;Boston
7527149;42,35623;-71,07023;Entire home/apt;700;4;48;1;228;Boston
7531700;42,36017;-71,06346;Entire home/apt;123;1;134;55;250;Boston
7575052;42,34055;-71,07511;Entire home/apt;88;30;75;6;272;Boston
7611271;42,33182;-71,03399;Entire home/apt;373;3;68;1;216;Boston
7614517;42,36033;-71,06792;Entire home/apt;200;3;267;1;283;Boston
7618925;42,32964;-71,09274;Entire home/apt;626;1;3;6;23;Boston
7633883;42,35738;-71,07135;Entire home/apt;310;2;92;99;43;Boston
7635616;42,36017;-71,06346;Entire home/apt;96;1;173;55;267;Boston
7693354;42,31268;-71,05372;Private room;97;2;294;1;150;Boston
7694365;42,34441;-71,07633;Entire home/apt;83;1;96;55;252;Boston
7694559;42,34441;-71,07633;Entire home/apt;79;1;85;55;256;Boston
7713815;42,36017;-71,06346;Entire home/apt;84;1;109;55;251;Boston
7714627;42,34384;-71,07183;Entire home/apt;209;2;214;1;166;Boston
7728499;42,36017;-71,06346;Entire home/apt;123;1;188;55;241;Boston
7832890;42,36017;-71,06346;Entire home/apt;98;1;194;55;227;Boston
7837202;42,36017;-71,06346;Entire home/apt;125;1;93;55;246;Boston
7854872;42,36017;-71,06346;Entire home/apt;98;1;127;55;250;Boston
7900936;42,24179;-71,12412;Private room;75;28;131;1;361;Boston
7911936;42,36017;-71,06346;Entire home/apt;83;1;99;55;255;Boston
7916575;42,34441;-71,07633;Entire home/apt;79;1;102;55;260;Boston
7927765;42,32427;-71,05963;Private room;75;91;4;8;365;Boston
7933149;42,34305;-71,05567;Entire home/apt;121;28;25;99;239;Boston
7934491;42,32485;-71,05936;Private room;100;91;1;8;365;Boston
7939556;42,32586;-71,05797;Private room;100;91;1;8;365;Boston
7949859;42,32456;-71,05983;Private room;80;91;6;8;365;Boston
7965521;42,34479;-71,07469;Entire home/apt;225;91;171;1;364;Boston
8025718;42,34447;-71,07644;Entire home/apt;92;1;85;55;248;Boston
8053796;42,36466;-71,11501;Entire home/apt;120;120;0;1;177;Boston
8067585;42,30513;-71,11423;Private room;96;91;32;1;88;Boston
8081699;42,32342;-71,07822;Entire home/apt;163;8;16;1;208;Boston
8082512;42,34441;-71,07633;Entire home/apt;83;1;79;55;258;Boston
8097453;42,34387;-71,10227;Entire home/apt;849;28;1;71;185;Boston
8112652;42,35503;-71,1374;Private room;38;91;9;3;365;Boston
8133752;42,27289;-71,07273;Private room;70;91;33;2;364;Boston
8162168;42,34472;-71,0993;Entire home/apt;899;91;9;71;364;Boston
8163273;42,34476;-71,10062;Entire home/apt;899;28;3;71;338;Boston
8164146;42,3434;-71,09945;Entire home/apt;899;28;4;71;83;Boston
8164953;42,34454;-71,09931;Entire home/apt;899;28;5;71;338;Boston
8165898;42,34338;-71,10128;Entire home/apt;899;28;5;71;338;Boston
8170181;42,35936;-71,06842;Entire home/apt;75;28;189;1;300;Boston
8187052;42,34586;-71,10012;Entire home/apt;899;28;4;71;338;Boston
8206536;42,34441;-71,07633;Entire home/apt;79;1;136;55;251;Boston
8224214;42,34057;-71,1513;Entire home/apt;90;91;150;2;116;Boston
8227206;42,36459;-71,05627;Entire home/apt;350;28;121;1;208;Boston
8231382;42,37594;-71,03634;Entire home/apt;59;60;152;2;17;Boston
8283433;42,31102;-71,11899;Entire home/apt;298;2;74;1;344;Boston
8325544;42,34535;-71,10203;Entire home/apt;899;28;10;71;338;Boston
8334845;42,34302;-71,09986;Entire home/apt;899;28;3;71;83;Boston
8335210;42,34472;-71,10175;Entire home/apt;199;91;1;71;154;Boston
8336609;42,34507;-71,10144;Entire home/apt;899;28;6;71;338;Boston
8354938;42,31466;-71,09929;Entire home/apt;284;2;80;1;166;Boston
8402408;42,33691;-71,07748;Private room;80;1;420;1;29;Boston
8403945;42,34441;-71,07633;Entire home/apt;83;3;85;55;258;Boston
8458210;42,36778;-71,05437;Entire home/apt;190;2;223;16;352;Boston
8490356;42,25162;-71,11465;Private room;56;2;34;4;263;Boston
8518237;42,341;-71,15942;Entire home/apt;228;2;209;1;151;Boston
8538265;42,27279;-71,071;Private room;75;91;0;2;364;Boston
8553163;42,34563;-71,08065;Entire home/apt;265;2;114;1;342;Boston
8596566;42,34475;-71,07341;Entire home/apt;349;91;15;1;180;Boston
8634599;42,31063;-71,11184;Private room;157;91;41;3;365;Boston
8645254;42,2597;-71,11937;Private room;45;91;12;1;275;Boston
8732121;42,36017;-71,06346;Entire home/apt;90;1;170;55;252;Boston
8734707;42,32974;-71,09185;Private room;94;4;127;3;163;Boston
8735827;42,32945;-71,09309;Private room;94;4;98;3;156;Boston
8815738;42,32757;-71,09211;Private room;300;3;0;3;23;Boston
8904297;42,2709;-71,07875;Private room;70;2;61;3;365;Boston
8904546;42,27043;-71,07947;Private room;90;2;1;3;365;Boston
8904656;42,27204;-71,07757;Private room;75;2;38;3;359;Boston
8908145;42,31026;-71,11257;Private room;151;91;15;3;365;Boston
8923817;42,30907;-71,11254;Entire home/apt;146;91;24;3;365;Boston
8947232;42,28959;-71,06829;Private room;38;30;12;25;359;Boston
8956082;42,34818;-71,13724;Private room;63;180;9;1;362;Boston
9018434;42,29005;-71,06222;Entire home/apt;299;1;11;6;331;Boston
9114896;42,35389;-71,15954;Entire home/apt;75;28;60;1;252;Boston
9133627;42,36017;-71,06346;Entire home/apt;83;1;128;55;231;Boston
9148781;42,34299;-71,07305;Entire home/apt;106;20;15;7;178;Boston
9218312;42,28907;-71,12823;Private room;85;2;139;1;58;Boston
9231486;42,34938;-71,09011;Entire home/apt;406;2;169;16;348;Boston
9346513;42,35329;-71,07697;Entire home/apt;320;2;36;1;174;Boston
9382898;42,37914;-71,03956;Private room;70;91;268;1;364;Boston
9448243;42,34585;-71,08827;Entire home/apt;147;9;39;18;56;Boston
9493951;42,28992;-71,06248;Private room;79;1;185;6;358;Boston
9494098;42,28992;-71,06248;Private room;129;1;27;6;363;Boston
9494212;42,28992;-71,06248;Private room;70;1;249;6;358;Boston
9494511;42,28992;-71,06248;Private room;69;1;211;6;304;Boston
9541295;42,34622;-71,08846;Entire home/apt;130;9;43;18;119;Boston
9685076;42,30327;-71,07204;Private room;34;30;13;25;359;Boston
9685085;42,28851;-71,06963;Private room;33;30;15;25;359;Boston
9685102;42,33589;-71,14895;Private room;51;91;197;1;364;Boston
9731479;42,34568;-71,06943;Entire home/apt;120;91;166;1;58;Boston
9813223;42,35105;-71,13384;Entire home/apt;79;90;87;2;345;Boston
9824155;42,33;-71,1122;Private room;59;91;71;1;364;Boston
9834727;42,36399;-71,05488;Entire home/apt;204;3;126;1;179;Boston
9900315;42,37395;-71,06128;Entire home/apt;152;4;56;1;8;Boston
10068240;42,28992;-71,06248;Private room;79;1;188;6;365;Boston
10116726;42,35161;-71,06155;Entire home/apt;514;3;2;71;179;Boston
10116914;42,35214;-71,06352;Entire home/apt;514;3;4;71;11;Boston
10119193;42,36467;-71,06942;Entire home/apt;270;3;12;71;364;Boston
10123024;42,35015;-71,12885;Entire home/apt;125;91;6;1;90;Boston
10132073;42,37045;-71,04026;Entire home/apt;150;4;41;1;64;Boston
10135564;42,35224;-71,06351;Entire home/apt;514;91;0;71;364;Boston
10136459;42,35282;-71,0629;Entire home/apt;514;91;0;71;364;Boston
10190260;42,33423;-71,07898;Private room;70;91;3;4;233;Boston
10241577;42,34388;-71,10161;Entire home/apt;849;28;2;71;185;Boston
10279083;42,28924;-71,14156;Private room;50;1;20;1;55;Boston
10299047;42,31308;-71,10512;Entire home/apt;250;91;44;1;364;Boston
10426124;42,31499;-71,06664;Entire home/apt;86;91;104;2;69;Boston
10427882;42,34407;-71,07785;Entire home/apt;259;1;68;9;169;Boston
10494118;42,30657;-71,11194;Entire home/apt;150;4;35;1;92;Boston
10524872;42,34488;-71,15435;Private room;34;30;14;4;243;Boston
10559976;42,28527;-71,06859;Private room;49;91;11;2;365;Boston
10575430;42,29885;-71,06201;Entire home/apt;100;30;3;25;355;Boston
10627514;42,31551;-71,10158;Private room;78;91;24;2;365;Boston
10634364;42,34595;-71,07249;Entire home/apt;164;3;20;1;119;Boston
10749312;42,3159;-71,10746;Entire home/apt;249;2;25;1;60;Boston
10787333;42,32738;-71,09471;Entire home/apt;129;8;53;1;28;Boston
10835494;42,34;-71,15352;Entire home/apt;100;28;67;1;63;Boston
10857914;42,36077;-71,06445;Entire home/apt;900;4;56;1;156;Boston
10883063;42,32412;-71,1067;Entire home/apt;99;91;72;1;90;Boston
11067772;42,34212;-71,15439;Entire home/apt;102;28;45;9;304;Boston
11202183;42,35772;-71,06629;Entire home/apt;150;1;358;1;170;Boston
11223924;42,36424;-71,05196;Entire home/apt;171;2;249;16;350;Boston
11258721;42,30462;-71,07083;Private room;32;30;9;25;361;Boston
11271947;42,33699;-71,07642;Entire home/apt;75;91;0;1;183;Boston
11376403;42,3042;-71,07118;Private room;33;30;11;25;361;Boston
11431331;42,34771;-71,09006;Entire home/apt;130;9;46;18;104;Boston
11462476;42,35143;-71,08809;Entire home/apt;96;28;149;1;147;Boston
11492423;42,33591;-71,05537;Private room;99;2;136;2;365;Boston
11521541;42,38195;-71,06867;Entire home/apt;780;2;10;1;169;Boston
11639480;42,30877;-71,08654;Private room;50;91;13;1;365;Boston
11656698;42,32333;-71,09584;Entire home/apt;189;2;225;2;363;Boston
11739985;42,31779;-71,1049;Private room;179;1;176;2;262;Boston
11759332;42,29073;-71,06456;Private room;37;30;9;25;359;Boston
11760822;42,34091;-71,15012;Entire home/apt;87;29;125;3;69;Boston
11866651;42,35076;-71,06585;Entire home/apt;333;2;309;2;85;Boston
11871190;42,34359;-71,15507;Private room;34;30;12;4;254;Boston
11968079;42,35232;-71,06203;Entire home/apt;514;9;0;71;122;Boston
12085989;42,38033;-71,06088;Entire home/apt;99;91;0;1;365;Boston
12092499;42,34985;-71,08952;Entire home/apt;218;2;162;16;348;Boston
12103501;42,30439;-71,07062;Private room;32;30;10;25;361;Boston
12125635;42,29197;-71,06409;Private room;78;91;15;2;364;Boston
12170576;42,28012;-71,13271;Private room;100;91;3;1;89;Boston
12175961;42,28825;-71,06668;Private room;34;30;7;25;359;Boston
12191871;42,31086;-71,09922;Entire home/apt;166;2;151;1;151;Boston
12247217;42,34523;-71,10038;Entire home/apt;899;28;5;71;338;Boston
12253499;42,34981;-71,13209;Entire home/apt;100;91;40;1;89;Boston
12269155;42,3652;-71,05823;Entire home/apt;207;1;388;1;347;Boston
12287958;42,34382;-71,07537;Entire home/apt;161;3;37;10;182;Boston
12290886;42,34508;-71,0774;Entire home/apt;198;3;31;10;122;Boston
12336281;42,34504;-71,15406;Private room;33;30;15;4;243;Boston
12343708;42,30536;-71,07221;Private room;36;91;9;31;365;Boston
12344142;42,36893;-71,0419;Entire home/apt;135;91;118;1;62;Boston
12351909;42,32808;-71,0962;Entire home/apt;128;91;192;4;126;Boston
12368082;42,31644;-71,09391;Private room;50;91;16;2;305;Boston
12372052;42,38323;-71,07733;Private room;58;28;63;11;61;Boston
12382743;42,35113;-71,06138;Entire home/apt;514;3;0;71;89;Boston
12492474;42,27399;-71,07083;Private room;38;30;10;5;334;Boston
12535687;42,28389;-71,13141;Entire home/apt;125;91;44;1;363;Boston
12602632;42,32052;-71,10588;Entire home/apt;160;2;22;1;93;Boston
12618291;42,28076;-71,15321;Entire home/apt;500;5;11;1;248;Boston
12672097;42,34619;-71,08887;Entire home/apt;235;2;121;1;86;Boston
12781774;42,31446;-71,11392;Entire home/apt;99;2;69;1;3;Boston
12812461;42,33659;-71,07603;Entire home/apt;236;2;197;1;312;Boston
12898177;42,35851;-71,05719;Entire home/apt;210;91;5;15;336;Boston
12899321;42,35157;-71,05931;Entire home/apt;219;91;3;15;364;Boston
12901078;42,27516;-71,07662;Private room;55;1;42;6;318;Boston
12904318;42,28358;-71,06695;Private room;49;91;7;2;365;Boston
12950332;42,30536;-71,07221;Private room;37;91;9;31;365;Boston
13032590;42,38269;-71,0781;Entire home/apt;188;1;323;11;303;Boston
13046581;42,2609;-71,15774;Entire home/apt;89;2;194;1;261;Boston
13063952;42,3827;-71,07877;Private room;59;28;18;11;335;Boston
13078025;42,34678;-71,08951;Entire home/apt;137;10;42;5;30;Boston
13078148;42,35645;-71,06103;Entire home/apt;125;9;23;18;74;Boston
13091712;42,38036;-71,06756;Entire home/apt;313;2;17;1;12;Boston
13121821;42,35998;-71,06479;Entire home/apt;166;3;181;1;149;Boston
13166405;42,34636;-71,15563;Private room;36;30;5;4;243;Boston
13173203;42,36487;-71,05597;Entire home/apt;83;28;38;11;364;Boston
13173362;42,34826;-71,0854;Entire home/apt;83;28;1;11;364;Boston
13188501;42,3609;-71,07086;Entire home/apt;83;28;16;11;364;Boston
13189564;42,36099;-71,05777;Entire home/apt;255;2;220;1;144;Boston
13239143;42,30536;-71,07221;Private room;36;91;7;31;365;Boston
13239882;42,31676;-71,08;Private room;36;91;0;31;365;Boston
13242393;42,30536;-71,07221;Private room;36;91;3;31;365;Boston
13249923;42,30536;-71,07221;Private room;36;91;3;31;365;Boston
13258244;42,31626;-71,09222;Private room;35;30;12;5;161;Boston
13266133;42,29393;-71,06462;Private room;79;91;5;2;179;Boston
13298137;42,31676;-71,08;Private room;33;91;2;31;365;Boston
13318522;42,28521;-71,13172;Entire home/apt;179;2;5;1;18;Boston
13327034;42,35796;-71,12944;Private room;73;91;115;4;271;Boston
13345701;42,35796;-71,12944;Private room;73;91;188;4;256;Boston
13378923;42,34347;-71,07368;Entire home/apt;100;28;158;3;346;Boston
13378936;42,34451;-71,07422;Entire home/apt;66;28;130;3;95;Boston
13393418;42,37776;-71,03474;Entire home/apt;142;3;557;1;150;Boston
13422887;42,31676;-71,08;Private room;35;91;1;31;365;Boston
13450030;42,35796;-71,12944;Private room;73;91;119;4;305;Boston
13478868;42,35908;-71,14407;Private room;41;91;7;6;365;Boston
13494185;42,34382;-71,07368;Entire home/apt;130;28;164;3;202;Boston
13510994;42,35091;-71,0466;Entire home/apt;175;91;24;3;122;Boston
13515084;42,35796;-71,12944;Private room;73;91;163;4;256;Boston
13515118;42,35884;-71,14434;Private room;40;91;8;6;365;Boston
13546414;42,31778;-71,05794;Private room;30;1;267;4;353;Boston
13547301;42,28764;-71,12988;Entire home/apt;180;2;100;2;247;Boston
13578425;42,30536;-71,07221;Private room;37;91;2;31;365;Boston
13585624;42,375;-71,05778;Entire home/apt;249;91;40;99;242;Boston
13613229;42,26039;-71,1162;Entire home/apt;75;1;162;3;247;Boston
13613812;42,32466;-71,05782;Private room;100;91;0;8;365;Boston
13650313;42,34388;-71,08736;Entire home/apt;210;91;5;15;1;Boston
13656969;42,35891;-71,14401;Private room;40;91;7;6;365;Boston
13657486;42,35117;-71,0573;Entire home/apt;3999;180;4;1;362;Boston
13675884;42,30536;-71,07221;Private room;38;91;2;31;365;Boston
13684319;42,35972;-71,1455;Private room;40;91;8;6;365;Boston
13686161;42,35548;-71,05809;Entire home/apt;156;30;46;44;302;Boston
13697676;42,23679;-71,13133;Private room;28;91;9;8;334;Boston
13714817;42,35021;-71,09801;Private room;175;2;59;10;149;Boston
13719227;42,36051;-71,1449;Private room;40;91;6;6;365;Boston
13723404;42,35525;-71,05773;Entire home/apt;147;30;57;44;268;Boston
13830152;42,38391;-71,07879;Private room;59;180;28;11;364;Boston
13863117;42,33898;-71,0509;Private room;89;3;26;6;176;Boston
13864415;42,33919;-71,04967;Private room;109;91;35;6;364;Boston
13866351;42,30003;-71,0788;Entire home/apt;185;5;63;2;351;Boston
13883902;42,3689;-71,03647;Entire home/apt;99;5;27;1;30;Boston
13924495;42,33898;-71,05089;Entire home/apt;399;3;42;6;362;Boston
13927765;42,29133;-71,06829;Entire home/apt;195;91;77;2;335;Boston
13942753;42,33928;-71,11438;Private room;35;28;6;3;29;Boston
13959444;42,34019;-71,08245;Entire home/apt;414;3;53;2;348;Boston
13978700;42,31077;-71,08627;Entire home/apt;457;28;9;3;337;Boston
13993185;42,35981;-71,06882;Entire home/apt;89;28;211;1;243;Boston
14035943;42,36424;-71,0526;Entire home/apt;430;2;109;4;340;Boston
14057466;42,31316;-71,11279;Entire home/apt;139;5;112;2;1;Boston
14086516;42,27514;-71,0774;Private room;55;1;30;6;318;Boston
14086550;42,31236;-71,11722;Entire home/apt;152;3;84;1;330;Boston
