id;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;calculated_host_listings_count;availability_365;city
14091605;42,34071;-71,07406;Private room;154;10;100;2;106;Boston
14105971;42,30906;-71,11142;Entire home/apt;149;2;219;1;171;Boston
14216000;42,36262;-71,06591;Entire home/apt;210;91;3;15;364;Boston
14216691;42,36454;-71,06529;Entire home/apt;210;91;1;15;122;Boston
14237196;42,34932;-71,06682;Entire home/apt;115;28;67;9;324;Boston
14242888;42,2749;-71,07707;Private room;55;1;65;6;318;Boston
14254537;42,31121;-71,11191;Entire home/apt;200;4;14;1;1;Boston
14303090;42,27232;-71,1625;Entire home/apt;125;1;111;2;335;Boston
14319414;42,33956;-71,05012;Entire home/apt;332;2;39;1;120;Boston
14414473;42,33001;-71,09194;Entire home/apt;125;91;88;1;268;Boston
14424180;42,35626;-71,06149;Entire home/apt;150;9;34;18;8;Boston
14426987;42,32673;-71,09283;Private room;96;2;101;1;65;Boston
14469894;42,34599;-71,08865;Entire home/apt;135;2;12;5;30;Boston
14470701;42,30555;-71,0723;Private room;36;91;3;31;365;Boston
14472483;42,35735;-71,05326;Entire home/apt;174;30;86;44;336;Boston
14486237;42,34737;-71,08906;Entire home/apt;134;10;24;5;30;Boston
14539326;42,32457;-71,05838;Private room;75;91;3;8;365;Boston
14566378;42,31742;-71,10957;Entire home/apt;135;3;50;2;331;Boston
14566386;42,31817;-71,11;Entire home/apt;149;3;135;2;307;Boston
14573951;42,30001;-71,11241;Entire home/apt;150;2;102;1;247;Boston
14585335;42,27519;-71,0687;Entire home/apt;181;3;45;2;278;Boston
14600925;42,30399;-71,07042;Private room;32;30;9;25;359;Boston
14603013;42,35386;-71,07529;Entire home/apt;140;91;162;1;1;Boston
14682588;42,34699;-71,08886;Entire home/apt;135;10;43;5;30;Boston
14686119;42,27399;-71,07229;Private room;28;29;9;5;306;Boston
14704252;42,33369;-71,05272;Entire home/apt;800;2;17;1;356;Boston
14744481;42,35392;-71,05908;Entire home/apt;130;30;28;44;283;Boston
14744525;42,3581;-71,05491;Entire home/apt;174;30;52;44;337;Boston
14747561;42,30423;-71,07256;Private room;34;30;7;25;359;Boston
14770892;42,34337;-71,06951;Entire home/apt;279;2;142;1;146;Boston
14778561;42,25261;-71,11616;Private room;51;2;41;4;352;Boston
14820482;42,349;-71,06888;Entire home/apt;319;3;109;1;3;Boston
14824684;42,35046;-71,10162;Private room;175;2;46;10;154;Boston
14825159;42,34992;-71,09619;Private room;130;2;49;10;150;Boston
14843050;42,34044;-71,05083;Private room;155;1;33;1;334;Boston
14868157;42,31689;-71,10005;Private room;93;2;229;3;1;Boston
14873100;42,33034;-71,05802;Private room;52;5;74;4;90;Boston
14897997;42,35859;-71,05514;Entire home/apt;250;30;56;44;322;Boston
14918032;42,37705;-71,03119;Entire home/apt;279;91;48;3;184;Boston
14924831;42,38192;-71,06884;Private room;125;3;22;3;83;Boston
14928081;42,36992;-71,06126;Private room;316;1;5;8;124;Boston
14928333;42,33735;-71,04815;Private room;105;91;15;2;365;Boston
14943350;42,30903;-71,04681;Private room;97;1;204;4;363;Boston
14950089;42,3715;-71,05983;Private room;239;1;36;8;124;Boston
14950328;42,36993;-71,06139;Private room;239;1;44;8;120;Boston
14950378;42,37164;-71,06092;Private room;239;1;24;8;124;Boston
14950476;42,37208;-71,06134;Private room;316;1;6;8;120;Boston
14970501;42,347;-71,13798;Entire home/apt;190;32;40;2;41;Boston
14991767;42,34401;-71,07813;Entire home/apt;164;3;26;10;152;Boston
14993599;42,31086;-71,04945;Private room;105;3;99;1;264;Boston
15016872;42,34286;-71,157;Entire home/apt;74;2;122;1;31;Boston
15018607;42,3699;-71,03773;Entire home/apt;120;1;266;1;156;Boston
15041925;42,35365;-71,14681;Private room;104;91;7;2;60;Boston
15048978;42,33616;-71,07479;Entire home/apt;156;29;127;1;303;Boston
15085512;42,32244;-71,0751;Private room;53;91;41;2;365;Boston
15122796;42,32382;-71,07351;Private room;60;91;53;2;364;Boston
15126633;42,35464;-71,05966;Entire home/apt;136;30;34;44;331;Boston
15127120;42,35461;-71,05935;Entire home/apt;150;30;69;44;346;Boston
15131365;42,33111;-71,03451;Entire home/apt;189;2;82;1;20;Boston
15147053;42,30818;-71,11009;Entire home/apt;78;2;216;1;95;Boston
15148487;42,35767;-71,07099;Entire home/apt;208;5;211;3;324;Boston
15172518;42,35024;-71,09083;Entire home/apt;149;28;52;99;151;Boston
15173160;42,34874;-71,09068;Entire home/apt;172;29;78;99;1;Boston
15173640;42,34976;-71,09073;Entire home/apt;140;28;50;99;152;Boston
15174147;42,35007;-71,0908;Entire home/apt;140;28;52;99;154;Boston
15174895;42,35026;-71,09097;Entire home/apt;146;28;49;99;185;Boston
15177273;42,31313;-71,09335;Private room;36;91;2;31;365;Boston
15222140;42,3671;-71,05376;Entire home/apt;231;2;151;16;358;Boston
15251516;42,34874;-71,0686;Entire home/apt;160;2;145;1;203;Boston
15256830;42,30989;-71,04855;Private room;100;1;191;4;363;Boston
15267276;42,35133;-71,06314;Entire home/apt;238;9;1;27;195;Boston
15281436;42,37839;-71,03251;Entire home/apt;95;3;57;4;174;Boston
15284641;42,34899;-71,06666;Entire home/apt;236;2;209;2;86;Boston
15313517;42,31291;-71,04939;Entire home/apt;140;91;104;1;5;Boston
15337363;42,35444;-71,05966;Entire home/apt;164;30;49;44;206;Boston
15338096;42,35545;-71,05982;Entire home/apt;129;30;29;44;365;Boston
15340831;42,35543;-71,05808;Entire home/apt;168;30;37;44;300;Boston
15341441;42,35593;-71,05864;Entire home/apt;178;30;18;44;274;Boston
15342021;42,30681;-71,08193;Private room;48;3;92;2;354;Boston
15342033;42,35593;-71,05794;Entire home/apt;158;30;58;44;335;Boston
15344876;42,31628;-71,09564;Private room;45;91;6;2;336;Boston
15375825;42,35572;-71,05922;Entire home/apt;158;30;25;44;361;Boston
15376003;42,33385;-71,04569;Private room;80;2;155;1;147;Boston
15390344;42,35453;-71,05977;Entire home/apt;129;30;24;44;365;Boston
15390808;42,35602;-71,05939;Entire home/apt;158;30;43;44;353;Boston
15390860;42,35521;-71,05955;Entire home/apt;129;30;51;44;335;Boston
15397125;42,34983;-71,08955;Entire home/apt;629;2;117;16;361;Boston
15405175;42,38101;-71,03065;Entire home/apt;155;1;111;1;29;Boston
15407065;42,35422;-71,06004;Entire home/apt;167;30;68;44;280;Boston
15407347;42,35602;-71,05917;Entire home/apt;136;30;79;44;93;Boston
15407480;42,35578;-71,05778;Entire home/apt;129;30;51;44;365;Boston
15444930;42,35442;-71,05847;Entire home/apt;150;30;39;44;312;Boston
15453527;42,31313;-71,09335;Private room;36;91;5;31;364;Boston
15463154;42,35578;-71,05944;Entire home/apt;158;30;80;44;262;Boston
15481668;42,37816;-71,06293;Entire home/apt;265;2;12;1;169;Boston
15483912;42,36782;-71,05708;Private room;133;1;122;1;341;Boston
15521407;42,30911;-71,04698;Private room;75;1;177;4;361;Boston
15528667;42,38185;-71,06891;Private room;125;3;11;3;83;Boston
15548410;42,33194;-71,10864;Private room;108;14;333;1;87;Boston
15559436;42,35501;-71,12929;Entire home/apt;118;1;355;1;193;Boston
15581608;42,34798;-71,08529;Entire home/apt;175;3;134;4;30;Boston
15616726;42,27664;-71,12639;Entire home/apt;165;2;167;1;230;Boston
15660279;42,35005;-71,06695;Entire home/apt;208;2;162;1;86;Boston
15661261;42,33982;-71,04952;Entire home/apt;325;2;11;1;87;Boston
15665707;42,23704;-71,13285;Private room;28;91;8;8;253;Boston
15665935;42,23576;-71,1324;Private room;30;91;6;8;365;Boston
15710997;42,29303;-71,06693;Entire home/apt;120;2;131;2;187;Boston
15726711;42,36323;-71,06704;Entire home/apt;456;9;1;27;184;Boston
15767124;42,3605;-71,06856;Entire home/apt;113;28;102;8;273;Boston
15797699;42,35862;-71,0628;Entire home/apt;73;91;105;1;36;Boston
15819226;42,35173;-71,08641;Entire home/apt;350;30;29;1;86;Boston
15821724;42,28048;-71,06978;Entire home/apt;120;28;112;1;51;Boston
15827529;42,34623;-71,08863;Entire home/apt;130;9;26;18;68;Boston
15830969;42,33681;-71,07408;Entire home/apt;75;91;31;1;1;Boston
15832498;42,31676;-71,10929;Entire home/apt;187;5;32;1;307;Boston
15901362;42,36637;-71,05216;Entire home/apt;220;2;150;16;352;Boston
15929108;42,31429;-71,06473;Private room;80;3;100;1;99;Boston
15956789;42,32595;-71,09727;Entire home/apt;148;2;175;1;79;Boston
15981694;42,34323;-71,10032;Entire home/apt;130;91;1;1;365;Boston
15985435;42,37394;-71,0642;Entire home/apt;160;91;49;2;92;Boston
16013285;42,2937;-71,05435;Entire home/apt;165;2;104;1;131;Boston
16040760;42,35404;-71,13107;Entire home/apt;248;91;71;1;61;Boston
16121974;42,34209;-71,08834;Private room;60;91;13;1;179;Boston
16148182;42,26075;-71,11735;Entire home/apt;69;1;123;3;169;Boston
16177662;42,36335;-71,0506;Entire home/apt;756;91;26;3;91;Boston
16177663;42,36338;-71,04984;Entire home/apt;598;91;17;3;90;Boston
16177666;42,3622;-71,04965;Entire home/apt;359;91;27;3;92;Boston
16233671;42,3833;-71,07842;Private room;59;1;48;11;30;Boston
16239455;42,29303;-71,06693;Entire home/apt;86;28;94;2;158;Boston
16275852;42,35072;-71,0795;Entire home/apt;140;91;5;1;365;Boston
16276850;42,33734;-71,04751;Entire home/apt;120;91;20;1;179;Boston
16322139;42,33909;-71,07307;Private room;65;91;111;1;180;Boston
16351037;42,36498;-71,06706;Entire home/apt;175;28;14;1;362;Boston
16364879;42,3825;-71,07851;Private room;122;14;144;11;30;Boston
16379917;42,23739;-71,1331;Entire home/apt;80;91;7;8;261;Boston
16392095;42,3598;-71,06901;Entire home/apt;124;32;98;8;198;Boston
16413314;42,32874;-71,09369;Private room;75;6;42;1;57;Boston
16436951;42,3588;-71,06512;Entire home/apt;145;28;2;1;233;Boston
16447567;42,3076;-71,06542;Private room;50;28;84;17;90;Boston
16453657;42,28698;-71,06495;Private room;36;30;3;25;365;Boston
16459191;42,35519;-71,07434;Entire home/apt;292;28;139;1;304;Boston
16479752;42,38225;-71,07864;Private room;55;1;3;11;202;Boston
16489609;42,35574;-71,05998;Entire home/apt;158;30;56;44;285;Boston
16514756;42,35703;-71,15857;Private room;39;1;158;4;207;Boston
16517776;42,38332;-71,07816;Private room;55;1;46;11;30;Boston
16545081;42,31341;-71,09356;Private room;36;91;3;31;365;Boston
16570524;42,35529;-71,16033;Private room;39;1;96;4;329;Boston
16671164;42,28515;-71,0661;Entire home/apt;120;3;84;1;88;Boston
16692369;42,38174;-71,07732;Private room;59;1;6;11;234;Boston
16693642;42,35963;-71,07098;Entire home/apt;171;2;189;16;356;Boston
16731118;42,30775;-71,0651;Private room;47;30;44;17;35;Boston
16770690;42,30568;-71,11246;Entire home/apt;180;7;18;1;127;Boston
16841857;42,34835;-71,1728;Entire home/apt;119;1;148;1;57;Boston
16892278;42,27789;-71,11752;Entire home/apt;180;2;19;2;345;Boston
16894082;42,33541;-71,02898;Entire home/apt;220;2;45;1;206;Boston
16898190;42,3555;-71,15977;Private room;39;1;19;4;357;Boston
16923467;42,29609;-71,15483;Private room;500;91;5;1;90;Boston
16960812;42,36456;-71,0637;Entire home/apt;210;91;3;15;364;Boston
16962193;42,35108;-71,0599;Entire home/apt;219;91;0;15;364;Boston
17006890;42,36388;-71,06525;Entire home/apt;210;91;0;15;364;Boston
17042433;42,34405;-71,08801;Entire home/apt;210;91;9;15;364;Boston
17138041;42,34771;-71,07194;Entire home/apt;340;91;164;1;304;Boston
17210305;42,31313;-71,09335;Private room;36;91;3;31;365;Boston
17222935;42,3009;-71,06402;Private room;33;30;4;25;359;Boston
17223845;42,30142;-71,06276;Private room;34;30;9;25;361;Boston
17296595;42,30962;-71,11078;Entire home/apt;247;2;44;1;359;Boston
17300267;42,34247;-71,07586;Entire home/apt;139;2;168;2;160;Boston
17300316;42,28901;-71,06819;Private room;69;2;121;6;89;Boston
17300501;42,3095;-71,06232;Private room;377;7;37;17;118;Boston
17333246;42,35881;-71,0626;Entire home/apt;110;10;90;11;363;Boston
17399127;42,35583;-71,15832;Private room;40;1;118;4;351;Boston
17430142;42,31341;-71,09358;Private room;38;91;2;31;179;Boston
17463797;42,32613;-71,05852;Private room;65;91;0;8;365;Boston
17472272;42,29103;-71,14199;Entire home/apt;1039;5;6;3;114;Boston
17476391;42,32381;-71,10645;Private room;65;1;66;1;177;Boston
17508585;42,33479;-71,0435;Entire home/apt;102;28;2;99;243;Boston
17523133;42,28554;-71,0625;Private room;102;2;186;1;90;Boston
17523630;42,31145;-71,11938;Entire home/apt;158;5;152;1;353;Boston
17529340;42,34566;-71,07433;Entire home/apt;295;3;164;1;25;Boston
17541222;42,3288;-71,09553;Entire home/apt;125;91;159;4;90;Boston
17543473;42,32997;-71,09708;Entire home/apt;175;2;211;2;72;Boston
17547347;42,31132;-71,06251;Private room;321;6;72;17;64;Boston
17553435;42,33273;-71,05387;Entire home/apt;80;91;119;10;269;Boston
17559493;42,35025;-71,06005;Entire home/apt;223;3;152;4;171;Boston
17559756;42,35026;-71,06161;Entire home/apt;160;3;129;4;174;Boston
17559846;42,34998;-71,06131;Entire home/apt;120;28;206;4;332;Boston
17567087;42,34377;-71,06863;Entire home/apt;350;2;198;2;346;Boston
17573922;42,34842;-71,06159;Entire home/apt;140;28;141;4;327;Boston
17585989;42,34529;-71,088;Entire home/apt;210;91;0;15;364;Boston
17592876;42,31831;-71,0641;Entire home/apt;160;2;123;1;360;Boston
17616603;42,34058;-71,08078;Entire home/apt;239;1;149;1;325;Boston
17634084;42,35147;-71,08229;Entire home/apt;119;91;6;1;240;Boston
17676984;42,38245;-71,0767;Private room;54;1;5;11;212;Boston
17704067;42,30826;-71,07034;Private room;31;30;8;25;267;Boston
17779084;42,31333;-71,09339;Private room;36;91;0;31;365;Boston
17806747;42,36409;-71,05179;Entire home/apt;100;91;14;2;94;Boston
17810550;42,36097;-71,1358;Private room;70;1;102;1;172;Boston
17829165;42,338;-71,05038;Private room;80;91;4;2;364;Boston
17832598;42,342;-71,05282;Entire home/apt;422;1;162;1;179;Boston
17849739;42,28918;-71,0668;Private room;33;30;3;25;359;Boston
17892769;42,32431;-71,09631;Entire home/apt;104;2;142;3;171;Boston
17907229;42,30116;-71,0662;Entire home/apt;98;30;0;25;252;Boston
17927755;42,3299;-71,10939;Private room;60;32;76;1;365;Boston
17942707;42,3274;-71,09656;Entire home/apt;146;91;98;4;145;Boston
17952482;42,30752;-71,06525;Private room;49;91;27;17;335;Boston
17962385;42,34275;-71,0762;Entire home/apt;131;2;30;1;4;Boston
17969508;42,31343;-71,09345;Private room;36;91;0;31;365;Boston
17974950;42,3766;-71,03634;Private room;57;1;431;8;163;Boston
18021716;42,3449;-71,1515;Private room;50;1;109;2;3;Boston
18035633;42,34699;-71,08419;Entire home/apt;219;91;0;15;107;Boston
18055117;42,30475;-71,07521;Private room;39;91;2;1;179;Boston
18070939;42,34981;-71,08263;Entire home/apt;96;1;177;55;194;Boston
18139067;42,3599;-71,0682;Entire home/apt;100;91;1;1;121;Boston
18141101;42,35299;-71,13965;Private room;69;91;22;3;243;Boston
18154901;42,31778;-71,05794;Private room;53;1;152;4;359;Boston
18159981;42,28889;-71,06569;Entire home/apt;195;32;73;3;364;Boston
18162671;42,35456;-71,14097;Private room;89;91;45;3;365;Boston
18170647;42,34006;-71,14529;Entire home/apt;104;91;3;9;364;Boston
18194673;42,27853;-71,13374;Private room;60;2;68;1;73;Boston
18199963;42,35395;-71,16776;Private room;45;1;74;5;361;Boston
18220200;42,31337;-71,09339;Private room;36;91;1;31;365;Boston
18254869;42,27832;-71,12487;Entire home/apt;146;10;39;1;362;Boston
18290558;42,37654;-71,03772;Private room;57;1;468;8;172;Boston
18342681;42,37497;-71,03751;Private room;57;1;381;8;179;Boston
18342707;42,37586;-71,0372;Private room;57;1;410;8;179;Boston
18354570;42,35371;-71,07756;Entire home/apt;152;2;120;1;91;Boston
18368646;42,29185;-71,05648;Private room;109;2;92;3;33;Boston
18396209;42,35702;-71,05518;Entire home/apt;799;91;151;1;272;Boston
18488956;42,36445;-71,03234;Entire home/apt;135;2;218;1;1;Boston
18526885;42,31702;-71,09484;Private room;44;5;5;2;83;Boston
18557609;42,36016;-71,06909;Entire home/apt;196;5;136;2;264;Boston
18580155;42,28562;-71,1351;Entire home/apt;199;3;14;1;301;Boston
18584891;42,29182;-71,06372;Private room;62;1;388;2;168;Boston
18605469;42,28132;-71,05886;Private room;110;91;3;1;359;Boston
18612312;42,39051;-71,00331;Private room;50;91;0;4;89;Boston
18613633;42,38848;-71,00212;Private room;50;91;4;4;89;Boston
18719421;42,35964;-71,06971;Entire home/apt;193;28;39;8;318;Boston
18756360;42,33009;-71,09308;Private room;78;1;186;5;179;Boston
18774656;42,3517;-71,12511;Entire home/apt;101;1;134;47;334;Boston
18777049;42,32942;-71,09462;Private room;78;1;190;5;150;Boston
18789766;42,33017;-71,09332;Private room;78;1;138;5;180;Boston
18790023;42,27814;-71,13453;Private room;60;2;56;2;270;Boston
18804297;42,33923;-71,11376;Private room;35;30;2;3;30;Boston
18829493;42,38041;-71,03237;Entire home/apt;200;1;239;1;83;Boston
18841072;42,30732;-71,06576;Private room;45;1;71;2;180;Boston
18858706;42,37398;-71,03306;Entire home/apt;140;1;283;3;8;Boston
18868165;42,34694;-71,0613;Private room;88;91;38;1;365;Boston
18875451;42,35418;-71,16776;Private room;45;1;107;5;353;Boston
18875553;42,35401;-71,16776;Private room;50;1;27;5;352;Boston
18875599;42,35401;-71,16776;Private room;45;1;59;5;356;Boston
18886077;42,31632;-71,09562;Private room;45;91;8;2;89;Boston
18898296;42,32947;-71,09341;Private room;78;1;122;5;180;Boston
18899037;42,33148;-71,09314;Private room;78;1;149;5;180;Boston
18934135;42,35761;-71,06385;Entire home/apt;84;10;57;11;149;Boston
18942329;42,37378;-71,03215;Entire home/apt;230;1;225;3;72;Boston
18942870;42,32588;-71,05822;Private room;65;91;0;8;365;Boston
5065;20,04095;-155,43251;Entire home/apt;85;2;42;2;365;Hawaii
5269;20,0274;-155,702;Entire home/apt;124;30;10;5;261;Hawaii
5387;19,43119;-155,88079;Entire home/apt;85;5;168;3;242;Hawaii
5389;19,56413;-155,96347;Entire home/apt;239;6;20;3;287;Hawaii
5390;21,88305;-159,47372;Entire home/apt;92;3;143;1;116;Hawaii
5434;22,21972;-159,46958;Entire home/apt;175;2;107;2;302;Hawaii
7896;20,7547;-156,45666;Entire home/apt;120;4;28;1;344;Hawaii
8833;19,60709;-155,97424;Entire home/apt;98;3;230;1;216;Hawaii
9877;20,02889;-155,40747;Entire home/apt;120;3;28;1;49;Hawaii
13238;22,21961;-159,46998;Entire home/apt;129;3;112;2;354;Hawaii
13523;21,3393;-157,70216;Entire home/apt;221;7;24;11;345;Hawaii
13527;19,61421;-155,98302;Entire home/apt;169;7;7;1;96;Hawaii
13528;20,72475;-156,44926;Entire home/apt;135;2;158;2;308;Hawaii
13653;20,90087;-156,68327;Private room;179;3;101;7;319;Hawaii
13688;19,39402;-154,9306;Entire home/apt;129;3;130;2;220;Hawaii
13799;20,75874;-156,4567;Entire home/apt;129;2;127;1;239;Hawaii
13899;20,94837;-156,69075;Entire home/apt;312;7;12;15;20;Hawaii
13900;19,52052;-154,84522;Entire home/apt;75;2;108;5;336;Hawaii
13901;19,52348;-154,84686;Entire home/apt;55;2;140;5;315;Hawaii
13933;19,43448;-155,22177;Entire home/apt;123;1;42;1;362;Hawaii
14512;22,22291;-159,49495;Entire home/apt;399;3;4;4;306;Hawaii
14513;22,22291;-159,49495;Entire home/apt;399;3;8;4;311;Hawaii
14514;21,87066;-159,44809;Entire home/apt;399;3;26;4;308;Hawaii
15648;19,45944;-155,88244;Entire home/apt;110;5;63;3;193;Hawaii
15757;20,95304;-156,68581;Entire home/apt;113;3;202;1;316;Hawaii
16914;20,95486;-156,68415;Entire home/apt;128;5;65;1;194;Hawaii
18465;21,27508;-157,82213;Entire home/apt;115;14;72;5;214;Hawaii
18466;21,2737;-157,8217;Entire home/apt;145;30;69;5;321;Hawaii
20065;19,26744;-155,87614;Entire home/apt;95;30;50;5;364;Hawaii
20562;21,27977;-157,82627;Entire home/apt;57;1;12;6;290;Hawaii
23639;21,63956;-158,06234;Entire home/apt;391;4;32;2;227;Hawaii
23814;19,55296;-154,96262;Entire home/apt;95;3;287;2;338;Hawaii
24119;19,55797;-154,96773;Private room;58;3;146;2;365;Hawaii
24161;20,95954;-156,68302;Entire home/apt;133;1;189;1;202;Hawaii
24500;20,7191;-156,44511;Entire home/apt;149;2;266;1;164;Hawaii
27240;20,74076;-156,45547;Entire home/apt;169;4;176;4;17;Hawaii
28106;19,87135;-155,11304;Hotel room;150;1;47;2;364;Hawaii
28739;19,56221;-155,00997;Entire home/apt;130;3;16;3;365;Hawaii
30279;20,87562;-156,67456;Entire home/apt;220;2;25;3;240;Hawaii
35084;19,59802;-154,93892;Entire home/apt;349;1;88;1;263;Hawaii
36789;19,4828;-155,90697;Private room;118;1;268;3;352;Hawaii
37099;21,26977;-157,82282;Entire home/apt;125;4;217;3;223;Hawaii
38634;21,28505;-157,83788;Private room;160;2;284;3;314;Hawaii
39299;19,41177;-154,90617;Entire home/apt;110;3;235;1;353;Hawaii
39898;19,46131;-155,88112;Entire home/apt;113;30;116;3;145;Hawaii
40298;20,91073;-156,22711;Entire home/apt;275;7;31;1;166;Hawaii
40803;20,75928;-156,45816;Entire home/apt;159;4;68;1;248;Hawaii
46473;20,72994;-156,45112;Entire home/apt;131;3;127;5;312;Hawaii
46477;20,72981;-156,45006;Entire home/apt;250;2;163;5;263;Hawaii
50724;19,43012;-155,22449;Entire home/apt;232;2;447;1;192;Hawaii
53165;22,05992;-159,32237;Entire home/apt;299;4;82;1;340;Hawaii
53590;20,02712;-155,702;Entire home/apt;85;30;2;5;311;Hawaii
55000;21,48132;-158,20231;Entire home/apt;125;4;48;1;290;Hawaii
55990;19,42698;-155,2339;Entire home/apt;160;3;30;3;294;Hawaii
56024;22,20162;-159,50129;Entire home/apt;695;2;29;4;172;Hawaii
57640;19,4275;-155,2336;Entire home/apt;150;3;82;3;272;Hawaii
57642;19,42711;-155,23421;Entire home/apt;150;3;55;3;350;Hawaii
66838;21,67913;-158,03528;Entire home/apt;399;10;42;2;358;Hawaii
66919;21,63959;-158,06244;Entire home/apt;199;5;60;2;247;Hawaii
67263;19,26867;-155,87671;Entire home/apt;95;180;0;5;365;Hawaii
67431;19,39185;-154,93449;Entire home/apt;112;3;14;1;365;Hawaii
68045;21,69869;-157,99603;Entire home/apt;192;30;302;3;360;Hawaii
71385;22,21886;-159,47578;Entire home/apt;279;7;70;1;356;Hawaii
74862;20,72916;-156,45055;Entire home/apt;165;2;181;5;286;Hawaii
76320;21,67991;-158,03526;Entire home/apt;99;30;93;1;136;Hawaii
79790;19,40495;-154,92252;Entire home/apt;75;3;58;2;233;Hawaii
82917;21,87066;-159,44809;Entire home/apt;399;3;8;4;311;Hawaii
83221;19,53987;-155,00202;Entire home/apt;111;2;252;1;354;Hawaii
84405;20,99463;-156,66437;Entire home/apt;253;5;17;66;244;Hawaii
85701;20,9515;-156,68933;Entire home/apt;225;3;1;1;260;Hawaii
87671;21,64681;-158,06292;Entire home/apt;179;8;58;2;223;Hawaii
88024;21,58968;-157,89074;Entire home/apt;95;3;69;1;224;Hawaii
91091;22,22126;-159,46913;Private room;500;1;7;2;364;Hawaii
104452;21,2808;-157,82422;Entire home/apt;88;90;40;5;274;Hawaii
112698;19,40457;-154,92219;Entire home/apt;95;1;65;2;365;Hawaii
118560;19,49597;-155,92238;Entire home/apt;132;1;186;3;187;Hawaii
125968;20,02678;-155,67889;Entire home/apt;80;90;26;5;320;Hawaii
133248;19,6402;-155,97769;Entire home/apt;330;5;62;1;264;Hawaii
136396;22,06141;-159,32035;Entire home/apt;299;3;1;1;225;Hawaii
139584;22,08681;-159,31712;Entire home/apt;130;2;253;4;239;Hawaii
145804;20,02514;-155,68078;Entire home/apt;250;30;6;5;236;Hawaii
150465;20,71238;-156,44289;Entire home/apt;170;6;17;1;179;Hawaii
152046;21,27293;-157,82122;Entire home/apt;106;4;284;3;344;Hawaii
152645;22,22274;-159,47746;Entire home/apt;88;3;162;3;251;Hawaii
153304;22,22233;-159,47659;Entire home/apt;155;3;105;3;169;Hawaii
153397;22,22276;-159,47616;Entire home/apt;200;3;16;3;152;Hawaii
154672;20,90874;-156,37628;Entire home/apt;1304;7;9;4;358;Hawaii
155360;20,91703;-156,37934;Entire home/apt;227;6;33;8;285;Hawaii
156387;19,69832;-155,96139;Entire home/apt;118;3;8;2;365;Hawaii
156403;19,69701;-155,96222;Entire home/apt;150;3;25;2;365;Hawaii
162600;22,0604;-159,32064;Entire home/apt;318;1;15;90;264;Hawaii
162724;19,57528;-155,04754;Private room;59;1;136;1;357;Hawaii
164132;21,33419;-158,12098;Entire home/apt;479;6;47;1;276;Hawaii
164963;21,66324;-158,05261;Entire home/apt;400;1;127;9;322;Hawaii
168169;19,62108;-155,98516;Entire home/apt;95;3;59;1;349;Hawaii
168203;19,61977;-155,98575;Entire home/apt;95;3;92;1;88;Hawaii
174078;20,94822;-156,69067;Private room;299;7;6;1;358;Hawaii
177939;20,90874;-156,37628;Entire home/apt;250;5;44;4;365;Hawaii
181179;19,64012;-155,95398;Entire home/apt;144;3;53;2;199;Hawaii
181270;19,64009;-155,95563;Entire home/apt;124;3;63;2;291;Hawaii
181989;20,96091;-156,68265;Entire home/apt;204;3;194;1;201;Hawaii
190090;19,69636;-155,98461;Entire home/apt;275;3;52;3;282;Hawaii
190231;19,69856;-155,98499;Entire home/apt;134;2;20;3;303;Hawaii
192610;20,92259;-156,36915;Entire home/apt;250;1;230;3;345;Hawaii
195220;20,87385;-156,67565;Entire home/apt;169;3;85;2;292;Hawaii
197959;21,28846;-157,8411;Entire home/apt;105;4;117;1;42;Hawaii
198495;21,4196;-157,75046;Entire home/apt;296;5;70;3;303;Hawaii
198657;21,41899;-157,75184;Entire home/apt;296;5;65;3;263;Hawaii
198734;19,40893;-154,92612;Entire home/apt;98;1;144;4;263;Hawaii
201618;19,60885;-155,96764;Entire home/apt;369;3;9;1;3;Hawaii
202338;19,43502;-155,22358;Entire home/apt;93;2;128;1;340;Hawaii
205599;20,24323;-155,83506;Entire home/apt;165;2;59;2;202;Hawaii
205622;20,24386;-155,83461;Entire home/apt;350;5;32;2;329;Hawaii
205804;19,45906;-155,88178;Entire home/apt;98;30;6;3;240;Hawaii
210058;19,40969;-154,92253;Entire home/apt;90;5;34;1;129;Hawaii
210968;21,67999;-158,03187;Entire home/apt;131;3;352;2;265;Hawaii
216766;20,87506;-156,67633;Entire home/apt;265;1;117;26;269;Hawaii
217936;19,42708;-155,23201;Private room;159;1;61;12;247;Hawaii
218378;20,95846;-156,6849;Entire home/apt;225;7;8;1;228;Hawaii
218666;20,79573;-156,50684;Entire home/apt;169;2;82;2;263;Hawaii
221721;21,62825;-157,92255;Entire home/apt;1437;7;26;5;253;Hawaii
222203;19,48214;-155,90825;Private room;111;1;46;3;356;Hawaii
223321;19,91891;-155,88521;Entire home/apt;269;5;11;1;292;Hawaii
223390;21,67189;-158,03736;Entire home/apt;209;30;246;2;365;Hawaii
223837;19,40296;-154,92769;Entire home/apt;156;30;316;2;247;Hawaii
227594;21,58017;-158,10863;Private room;125;1;366;2;365;Hawaii
227803;19,6298;-155,98846;Entire home/apt;127;3;83;4;260;Hawaii
230317;21,67395;-158,04021;Entire home/apt;160;30;222;2;323;Hawaii
230529;19,42741;-155,22208;Entire home/apt;120;1;381;1;365;Hawaii
234499;19,63926;-155,97933;Entire home/apt;69;4;123;3;64;Hawaii
